Rank,Username,Score,CurrConSolved,time_taken,total_fail,Country,Profile_rank,PostViewCnt,Reputation,Total_solved,Easy,Medium,Hard,ContestCnt,CurrRating,rating_first,GlobalRank,active_days,contest_id
2966,akash_incode,13,3,4144,3,India,506698,0,1,277,122,135,20,2,1552,1415,267313,0,2
3963,cursed_nerd,13,3,5260,4,,13913,164,394,1231,339,786,106,145,1847,1412,51414,1092,2
9106,Aarav_1002,7,2,1925,0,,1221509,0,0,126,55,65,6,15,1629,1478,167862,70,2
3837,Jiya_kapoor,13,3,5118,4,,78164,0,0,725,101,443,181,39,1753,1485,83634,414,2
1173,chirantan24,19,4,6264,4,,256181,954,17,423,94,235,94,28,2086,1598,13334,1764,2
5309,Sharad_121,7,2,532,0,,305653,2,0,383,151,212,20,11,1642,1503,155674,259,2
5495,lohi_17,7,2,670,0,India,29254,29,0,1001,411,487,103,84,1926,1414,31264,456,2
9959,jenil_prajapati,7,2,2221,1,India,20049,727,8,1117,520,543,54,18,1785,1413,70697,413,2
2231,man214,13,3,3257,1,,22626,0,175,1079,425,552,102,57,1948,1478,27455,1631,2
4248,anya_agarwal,13,3,5591,2,India,97623,13,0,663,183,418,62,26,1651,1487,148209,693,2
4580,CoderMuskanKumari,13,3,6364,5,,514775,5,0,272,67,168,37,12,1674,1595,129938,134,2
5582,yuvarajlolla,7,2,712,0,,1520044,0,0,100,48,49,3,15,1626,1446,171681,238,2
1582,ruchachavan21,13,3,2169,0,India,101877,2,0,652,271,359,22,59,1783,1411,71514,469,2
2308,ZX1ys4eRG5,13,3,3336,0,,3245117,0,0,31,11,17,3,8,1669,1518,133703,42,2
4236,well109703051,13,3,5579,1,,1811664,0,0,77,33,37,7,2,1626,1541,171689,14,2
6825,xiaoyu20123,7,2,1180,0,,347720,0,0,353,18,214,121,8,1886,1631,39859,1561,2
7678,UJJWAL2223,7,2,1453,0,India,327756,37,3,368,231,124,13,14,1572,1441,236741,266,2
5193,sai_kaushik_n,7,2,305,0,,1276638,0,0,120,66,52,2,40,1713,1473,104177,252,2
7164,abdul_fahad,7,2,1291,0,India,1344182,0,0,114,76,36,2,3,1577,1558,229688,14,2
1377,Priyanshu-038,13,3,1422,2,,347544,0,0,354,243,105,6,5,1656,1500,144135,189,2
9455,kartikmeena01,7,2,2043,0,,652822,0,0,227,101,104,22,15,1362,1445,793156,168,2
9801,SahilRAJPAL,7,2,2160,1,,202479,0,10,479,123,333,23,20,1481,1440,430687,302,2
5916,knight06,7,2,860,0,,11634,0,0,1292,336,729,227,93,2014,1528,19305,1477,2
5039,KMMOHAMEDIRFAN,9,2,4680,0,,4511606,0,0,16,8,7,1,9,1570,1568,239403,56,2
6963,Tivyatharshini_05,7,2,1228,0,,607916,0,0,240,81,110,49,24,1695,1466,115554,168,2
9018,smohitraj,7,2,1895,0,,39805,2,0,909,455,438,16,111,1755,1430,82719,763,2
6233,aarthi_vel-07,7,2,971,0,,507023,0,0,276,151,94,31,18,1562,1414,251419,196,2
3782,abrxxr,13,3,5060,7,,89493,269,0,686,230,353,103,16,1660,1411,140990,406,2
4480,Hashmat26,13,3,5972,2,,494306,0,0,281,85,160,36,10,1665,1458,136856,238,2
322,dush1729,19,4,3034,1,India,4564,2763,40,1629,451,896,282,247,2453,1628,2023,2478,2
64,Amit-S-Sahu,19,4,1331,0,India,48792,81,2,851,257,447,147,28,2705,1680,593,553,2
3712,RohanDN03,13,3,4977,2,,2171316,0,0,61,19,31,11,2,1698,1625,113905,0,2
8537,komal14021,7,2,1728,0,India,195393,0,0,488,281,196,11,20,1361,1410,793537,686,2
4696,omkailasmore,10,2,5472,2,,5000001,0,0,2,0,1,1,1,1620,1621,177102,0,2
4398,himanshi0523,13,3,5831,3,India,303081,0,0,385,67,265,53,2,1597,1626,202588,7,2
4562,r_shirva,13,3,6286,3,,425283,0,0,311,107,183,21,10,1629,1488,168274,161,2
4807,user0516KE,9,2,2771,1,India,1302311,137,2,117,49,57,11,29,1843,1457,52391,266,2
4265,Anshu45,13,3,5613,1,India,333834,0,0,364,126,201,37,33,1667,1445,135033,490,2
4396,SkellyBG,13,3,5827,4,,176250,0,0,513,185,284,44,6,1749,1645,85672,686,2
4005,iniyant,13,3,5298,0,,108539,0,0,637,307,265,65,50,1616,1448,182076,553,2
2846,dineshsenapathi,13,3,4014,0,India,271726,1,0,411,123,232,56,10,1861,1542,46832,428,2
4886,mr_stark3000,9,2,3505,4,,1294411,0,0,118,68,45,5,5,1458,1413,507942,63,2
4314,vedantbirla01,13,3,5680,2,,417130,0,0,315,104,176,35,8,1729,1530,95239,42,2
8681,_Surendra__Reddy_,7,2,1782,1,,1787963,0,0,79,57,21,1,23,1563,1430,250188,322,2
6614,himanshukumar1732003,7,2,1103,0,India,89051,1054,10,687,270,383,34,42,1757,1490,82063,672,2
8425,pratyush4000,7,2,1689,0,,3879203,0,0,24,4,14,6,2,1587,1571,215197,7,2
2259,230620,13,3,3280,1,,1407755,0,0,111,60,45,6,5,1749,1677,85614,21,2
2119,divyanshupratapsingh,13,3,3114,2,India,73903,16,0,739,256,405,78,36,1867,1450,45015,588,2
2200,vamshi1413,13,3,3224,0,India,1220606,0,0,126,78,46,2,32,1573,1515,234957,385,2
5367,Kartik_Mahnot,7,2,587,0,India,57311,1069,40,806,218,511,77,48,1902,1500,36125,525,2
4673,phantng,13,3,7429,7,,299711,74,2,388,136,208,44,4,1592,1501,208663,70,2
5592,Nishantp1206,7,2,718,0,India,459536,0,0,297,106,167,24,15,1501,1413,372432,315,2
8789,SaiKamal2007,7,2,1816,0,,875632,0,0,176,67,97,12,9,1689,1516,119317,119,2
4489,S_J_KARNEESHWAR,13,3,6005,3,,937441,0,0,165,61,87,17,13,1507,1513,357756,196,2
2943,jaydhodi09,13,3,4122,2,India,189503,0,0,497,249,212,36,24,1740,1453,89650,315,2
1610,sanniapatill,13,3,2210,0,,489739,0,0,283,121,128,34,12,1568,1508,242977,63,2
5820,dasprayag77,7,2,825,0,India,285343,0,0,399,119,236,44,18,1803,1429,64484,644,2
3424,Saurabh_kumar_0011,13,3,4659,1,,40919,16,1,901,298,495,108,35,1922,1410,31903,763,2
9152,Yashwardhan61,7,2,1940,0,India,685898,0,0,218,99,109,10,13,1517,1502,334955,84,2
8750,aryanbotre1709,7,2,1805,2,,114619,0,2,628,213,363,52,19,1806,1436,63094,274,2
348,singhvaibhav9888,19,4,3156,1,,2567526,0,0,46,17,20,9,7,1955,1469,26474,1414,2
5017,AditriJain,9,2,4504,0,,475313,0,0,289,100,158,31,16,1507,1468,359626,189,2
1486,Swapnil074,13,3,1933,1,India,266293,0,0,414,121,228,65,13,1624,1472,173776,2163,2
7890,prancingLynx,7,2,1524,1,,46484,1833,7,864,296,493,75,164,1558,1468,258347,1688,2
8432,BHBtGMiTHM,7,2,1692,0,,614511,0,0,238,114,122,2,5,1527,1478,313332,22,2
2973,kuK41YJxBS,13,3,4152,0,India,25881,172,22,1038,352,575,111,70,2025,1448,18252,546,2
7459,skullnight,7,2,1379,0,,70901,20,1,748,201,452,95,42,1892,1462,38517,539,2
5137,Mightbe_Syed,9,2,5389,0,,942836,0,0,164,100,54,10,2,1608,1614,190547,7,2
7593,prathamg11,7,2,1422,0,India,134407,10,0,581,194,339,48,24,1701,1455,111987,679,2
2453,riteshsingh_42,13,3,3523,1,India,176539,0,0,515,152,321,42,16,1833,1500,55124,224,2
1758,SaurabhSharma01,13,3,2511,5,India,1636400,0,0,89,47,33,9,2,1615,1694,183235,7,2
1427,God_Of_Time,13,3,1714,0,,601518,0,0,244,78,128,38,28,1889,1554,39220,154,2
6372,iamsafal10,7,2,1019,0,,193924,0,0,490,107,308,75,10,1781,1463,71958,266,2
5011,pcodeing06,9,2,4462,6,India,641133,9,0,232,92,112,28,11,1603,1472,196473,77,2
7768,user4308On,7,2,1484,0,,155653,0,0,544,137,375,32,19,1710,1480,106422,518,2
5505,klu_00017,7,2,675,0,,272849,0,0,409,196,201,12,31,1626,1452,171145,602,2
5249,Srinidhi_bojja,7,2,448,0,India,286633,0,0,398,254,128,16,43,1689,1496,119274,378,2
7770,devanshp18,7,2,1485,0,,1294430,0,0,118,48,66,4,5,1708,1518,107222,49,2
9884,Vaishnavi_4905,7,2,2194,0,,1637414,0,0,89,57,31,1,23,1431,1521,605162,238,2
188,yashpatel2104,19,4,2344,0,,3134430,0,0,33,5,20,8,1,1836,1836,54364,0,2
7680,Keertanagupta20,7,2,1453,0,India,1618557,0,0,90,36,50,4,6,1670,1561,132961,266,2
7569,priyam_r-819,7,2,1417,1,,193276,0,0,493,142,302,49,17,1714,1415,103465,224,2
2307,brute_wayne,13,3,3329,1,India,139171,468,92,572,118,406,48,16,1823,1500,58041,210,2
6988,23r01a6725_ks,7,2,1237,0,,1169237,0,0,132,87,44,1,34,1515,1437,339570,428,2
1384,The_Shrishti--,13,3,1492,0,,269361,0,0,414,192,197,25,5,1646,1495,152816,273,2
5036,ishan-gun,9,2,4633,1,,5000001,0,0,6,4,1,1,2,1566,1615,245169,7,2
4824,swarnkar_s,9,2,2933,3,India,313925,0,0,377,194,169,14,6,1570,1489,238891,140,2
8535,ramlal_1,7,2,1727,2,India,112911,53,3,626,235,346,45,30,1711,1413,105819,413,2
6728,GauravJat9272,7,2,1146,0,India,191026,194,1,497,220,227,50,14,1691,1543,117938,133,2
7350,Jayesh_2104,7,2,1347,0,India,183385,0,0,508,160,297,51,18,1765,1459,78246,168,2
2407,Knight_20,13,3,3457,1,India,1740164,582,7,84,20,37,27,6,1742,1416,88862,148,2
4191,tBqtteXw6p,13,3,5528,1,,535827,0,0,268,69,174,25,6,1717,1541,101780,49,2
2997,govindm961,13,3,4182,2,,203609,0,0,480,252,212,16,24,1726,1507,96989,259,2
9850,ayushpro_547,7,2,2183,1,India,76155,1,0,729,389,304,36,31,1660,1444,141052,245,2
9684,KishoreCurry8091,7,2,2121,2,India,71371,2,0,746,254,409,83,66,1897,1484,37384,1603,2
538,naik18,19,4,3866,0,India,221078,0,0,458,171,248,39,24,1835,1452,54475,742,2
9489,Jay_Mahajan,7,2,2053,0,India,291498,49,5,394,161,215,18,30,1561,1412,253001,567,2
5920,praveenreddy2010,7,2,860,0,,3083259,0,0,34,23,11,0,9,1587,1521,215950,245,2
7204,sandeep_318,7,2,1304,0,India,169745,6268,24,523,135,333,55,9,1608,1541,190807,1771,2
1273,DLokeshRaj,15,3,3191,0,India,3492738,0,0,31,10,19,2,8,1677,1495,128288,42,2
6587,solver31,7,2,1095,1,India,50782,2,1,840,239,469,132,46,1852,1544,49852,462,2
3030,8rYhEflora,13,3,4220,1,,268182,154,8,414,198,190,26,14,1762,1477,79501,308,2
4832,bhavishyasakham,9,2,2993,0,,1519437,0,0,98,72,22,4,1,1618,1619,179509,0,2
5482,DanzFanz,7,2,657,0,Australia,655898,369,12,226,168,58,0,4,1687,1492,120885,399,2
2673,intashutosh,13,3,3788,3,,365687,0,0,346,90,210,46,17,1754,1676,83030,105,2
2032,krishna2agrawal6,13,3,2970,0,,4386635,0,0,17,9,7,1,8,1559,1485,256426,49,2
1516,Atchaya_kumar_07,13,3,2013,0,,5000001,0,0,3,1,1,1,1,1703,1704,110236,0,2
9754,azizjabbar1412,7,2,2144,2,Indonesia,22496,343,7,1080,573,473,34,12,1591,1478,210606,966,2
647,sshang,19,4,4237,2,China,1675,28,1,2078,468,1091,519,350,2479,1599,1792,3003,2
1875,wide-shunks-67,13,3,2717,0,India,1070485,1,0,145,65,76,4,15,1768,1486,77121,161,2
4130,Vivekreddy_12,13,3,5436,4,,270657,0,0,411,159,224,28,12,1743,1610,88372,147,2
8265,aryan_prakash,7,2,1639,0,India,949346,0,0,163,123,37,3,5,1438,1482,579208,22,2
5857,kvaishnavi2210,7,2,838,0,India,53567,2,0,825,418,383,24,99,1729,1410,95304,770,2
2360,_sakshi19_,13,3,3391,0,India,377969,0,0,337,104,182,51,10,1735,1462,92579,56,2
2818,aritrobiswas123,13,3,3976,0,India,440066,0,0,304,85,187,32,8,1687,1513,120621,70,2
4073,4yu5h_,13,3,5370,5,,195328,0,20,489,128,293,68,13,1717,1435,102273,672,2
3799,Pranathi745,13,3,5075,0,,1620243,0,0,90,50,37,3,8,1617,1568,180320,42,2
5052,bUftdn5TIR,9,2,4741,2,India,2896001,0,0,39,10,20,9,2,1559,1615,256892,7,2
342,moondancer_,19,4,3136,0,Bangladesh,865436,0,0,181,69,93,19,2,1901,1741,36331,21,2
9210,Ansh_Singh5245,7,2,1957,0,,343147,0,0,357,150,188,19,15,1763,1573,79150,175,2
4680,ayush1114T,13,3,7634,8,,5000001,0,0,12,5,6,1,5,1701,1596,111588,21,2
7668,fijjj,7,2,1450,2,Taiwan,172984,1108,4,518,195,248,75,28,1985,1577,22582,196,2
7653,aradhy2005,7,2,1443,0,India,388248,4,10,330,117,185,28,5,1467,1415,475178,147,2
202,relijov207,19,4,2425,0,,3422495,0,0,28,7,14,7,8,2212,1718,6881,434,2
2623,mahantys,13,3,3719,4,India,83728,127,0,703,219,439,45,13,1869,1419,44564,3101,2
4450,tarushfx,13,3,5929,6,India,17480,5068,49,1158,291,640,227,51,2166,1535,8883,1344,2
3165,yfchin,13,3,4367,1,,606499,0,0,240,65,148,27,12,1924,1638,31564,133,2
4785,DhayanithiMU,9,2,2557,1,India,120645,0,0,609,386,209,14,45,1751,1455,84879,406,2
9371,anup_sawant12,7,2,2015,2,India,530909,4,1,266,118,136,12,14,1627,1483,170492,147,2
7619,cleancode16,7,2,1430,0,India,140310,0,0,571,162,322,87,15,1720,1481,100450,427,2
2768,chandanagrawal23,13,3,3910,0,India,1065,183387,2254,2336,713,1295,328,193,2086,1501,13324,2534,2
9459,karan57,7,2,2045,0,India,499127,0,1,278,166,104,8,5,1650,1509,149342,36,2
5053,_pekaboo,9,2,4745,2,,953514,0,0,162,39,102,21,1,1614,1615,183418,0,2
1810,hardik_0903,13,3,2600,0,India,501767,62,8,277,104,148,25,7,1669,1622,133906,70,2
4978,sanjana_bhanot,9,2,4143,0,,5000001,0,0,6,3,2,1,3,1621,1537,176026,21,2
5527,Sharath_Gowda_G,7,2,686,0,India,48090,1314,97,856,258,523,75,30,1886,1659,39824,245,2
7889,anuragMukherji,7,2,1523,1,,107255,0,0,642,175,376,91,23,1774,1518,74610,378,2
9117,vamsi30,7,2,1930,1,India,39220,3,0,913,245,571,97,29,1863,1460,46242,938,2
4694,sahanaa_ravishankar,10,2,3776,3,,1020312,0,0,152,124,25,3,12,1679,1509,126126,70,2
8110,rajgupta0001,7,2,1593,1,India,291329,8,1,394,137,218,39,10,1504,1414,365010,274,2
8572,balaji_v_2007,7,2,1739,0,India,88785,937,20,688,398,268,22,64,1715,1453,103250,546,2
5534,prashanth_annaldas,7,2,689,0,India,133479,0,0,584,308,250,26,35,1715,1415,102927,280,2
5515,madhanisamhitha,7,2,682,0,,1621502,0,0,90,57,26,7,15,1535,1429,297548,420,2
266,aryankumardubey3,19,4,2792,1,India,86505,30,88,697,269,318,110,9,1916,1415,33044,147,2
7711,ninad1103,7,2,1463,1,,71288,2,0,748,362,368,18,27,1758,1490,81354,1197,2
9961,Sidhu210512,7,2,2222,1,,401395,0,0,323,188,132,3,66,1564,1433,247699,518,2
3658,patelyug01234,13,3,4919,1,India,360451,0,0,346,95,213,38,26,1735,1442,92395,658,2
9719,anantkumar8321,7,2,2133,3,India,3969143,28,1,21,9,12,0,9,1632,1599,165505,140,2
1594,rakeshsp330,13,3,2182,1,,61101,0,0,788,344,405,39,131,1914,1439,33475,889,2
8353,Kathan12,7,2,1665,1,,288967,0,0,396,92,247,57,13,1783,1475,71178,259,2
7662,tanmaygupta775775,7,2,1444,1,India,1062686,0,0,150,90,57,3,1,1579,1580,226415,0,2
6116,ms2121545,7,2,934,0,,179490,0,0,511,197,281,33,12,1603,1456,196463,266,2
8683,iMaksud,7,2,1782,1,,355784,14,0,350,169,176,5,17,1626,1465,171022,224,2
6362,sandhyaranivadla,7,2,1015,0,India,641354,0,0,230,146,75,9,41,1603,1412,196107,498,2
7938,Kalyanram01,7,2,1540,2,India,2265848,0,0,56,25,29,2,4,1534,1620,300090,126,2
3794,RajputRaunak1612_,13,3,5071,2,India,13499,44,11,1244,350,740,154,71,1858,1459,47977,638,2
17,kmjp,19,4,805,0,,1191,0,0,2270,543,1136,591,363,2866,1815,259,2688,2
2705,Optimus_Prime__,13,3,3837,1,India,29933,7,0,994,242,572,180,31,2093,1619,12894,595,2
1403,NGPHHB,13,3,1586,0,India,162053,15,0,534,162,330,42,28,1867,1430,45235,770,2
8189,rex948,7,2,1617,1,India,182170,0,0,505,146,303,56,12,1673,1475,130692,1652,2
3053,raghav_gupta_06,13,3,4246,2,India,28341,289,2,1011,245,595,171,23,1927,1412,31012,686,2
7401,harishpullagurla,7,2,1361,0,India,332406,0,0,364,98,233,33,14,1956,1669,26307,105,2
3078,au-neptune,13,3,4280,1,,475630,0,0,288,176,95,17,5,1714,1586,103692,91,2
2776,ak1947,13,3,3919,0,India,149456,88,0,555,241,298,16,25,1687,1529,120701,245,2
9081,Nikhila_Kodigudla,7,2,1917,2,,175204,0,0,517,151,336,30,28,1482,1415,428686,238,2
9506,mengjidyuti,7,2,2058,0,United States,257674,9,0,422,188,210,24,33,1638,1508,160147,420,2
4721,Adityaup43,9,2,1432,0,India,96941,1962,38,665,235,347,83,20,1678,1472,126862,182,2
4488,faker_than_you_22005,13,3,5991,3,India,41058,234,14,905,281,510,114,28,1967,1546,24772,644,2
9695,sandeep-samuel,7,2,2124,0,India,447335,0,0,301,173,115,13,17,1471,1538,462189,168,2
8205,Coder-crooz-v2,7,2,1622,0,,118697,1,1,613,200,326,87,7,1641,1441,156894,539,2
9811,gunaleswaran,7,2,2164,2,India,41220,669,41,899,332,526,41,95,1771,1459,76086,749,2
2912,chafleharsh,13,3,4089,1,India,94013,12,46,673,276,356,41,47,1735,1522,92236,553,2
330,Nikhil-Doye,19,4,3084,0,United States,429243,0,0,310,148,126,36,8,2066,1656,14695,70,2
6497,sanath_kumar,7,2,1062,0,,2294281,0,0,57,37,19,1,12,1566,1438,245864,126,2
739,Abhinaykrishna_60,19,4,4519,4,,150489,28,0,552,195,288,69,3,1960,1689,25774,21,2
6569,fGYDudYXIN,7,2,1086,0,India,367322,0,0,342,170,148,24,69,1642,1414,156110,616,2
3872,_Maximus_,13,3,5158,1,Moldova,1075,145423,1467,2326,718,1274,334,444,1953,1475,26702,2234,2
1148,Neeraj_KrSarma,19,4,6065,4,,3368254,0,0,29,9,14,6,5,1622,1482,175789,154,2
2171,shubhamskadam89,13,3,3186,0,,594667,0,0,245,108,121,16,3,1671,1455,132380,14,2
2555,KKKK3kkk,13,3,3632,2,,27171,0,0,1024,304,600,120,41,1953,1462,26715,1310,2
2507,Mukuwul,13,3,3583,0,,86796,7,1,694,177,420,97,30,1898,1462,36935,420,2
6250,Nilashini_s,7,2,978,1,,95529,0,0,670,430,217,23,30,1723,1472,98521,294,2
3128,NeoZenith,13,3,4331,1,India,269376,0,0,413,96,224,93,10,1669,1434,133614,441,2
7699,6hum1_,7,2,1459,0,India,123423,2,1,603,192,347,64,38,1624,1414,173856,602,2
8386,Bcd1dSm729,7,2,1675,0,India,1153971,0,0,134,50,73,11,10,1507,1561,358518,133,2
9905,waran2005,7,2,2200,0,,980718,0,0,158,58,88,12,25,1604,1416,194734,148,2
5678,Karthik_Ande_22,7,2,762,0,,692922,0,0,219,90,117,12,1,1605,1605,194032,0,2
1456,adityarajk,13,3,1831,0,,107626,22,0,638,260,310,68,36,1967,1453,24868,721,2
1035,ADITYA_CHHIPA,19,4,5524,3,India,242665,0,0,436,168,211,57,12,1833,1444,55238,819,2
943,marekjumbojet,19,4,5179,3,Slovakia,1540,0,9,2124,462,1080,582,37,2509,1562,1560,406,2
469,Sumit_Kumar_Pathak5,19,4,3637,1,,147048,13,0,558,164,323,71,26,1785,1449,70506,651,2
9258,yuvika-22,7,2,1974,0,,943078,0,0,164,92,67,5,32,1524,1486,320037,259,2
8242,dhruv_agarwal_,7,2,1633,1,India,34710,0,0,949,280,556,113,62,1783,1463,71275,694,2
5442,saikiranpatil,7,2,637,0,India,9004,8973,123,1381,474,778,129,94,1892,1437,38443,1302,2
7682,prince0018,7,2,1454,1,India,6916,380,2,1475,570,793,112,116,1692,1460,117784,1092,2
9708,shreyathakur0503,7,2,2129,1,India,273223,0,0,409,278,124,7,7,1920,1609,32347,287,2
4153,Pradyumn_,13,3,5464,1,,194721,0,0,490,161,272,57,8,1712,1583,105003,36,2
6864,aRLJ,7,2,1193,1,,401142,4,0,323,50,227,46,21,2013,1496,19435,903,2
8078,HashirGJ8842,7,2,1584,1,India,348166,103,0,353,99,228,26,44,1809,1463,62365,2080,2
9758,kira_ray,7,2,2147,1,United States,22349,0,0,1081,284,652,145,20,1770,1475,76309,1561,2
9904,diyalalwani_06,7,2,2200,0,,464678,1,0,293,76,170,47,11,1577,1478,229087,78,2
8256,adityasingh1206,7,2,1638,0,India,202894,982,17,480,295,159,26,13,1660,1603,140805,56,2
5622,rk16cse,7,2,736,0,,1231128,0,0,125,37,79,9,11,1635,1522,163057,64,2
7532,dev_anshu_singh,7,2,1405,0,,1144343,0,0,135,47,79,9,6,1607,1547,191235,77,2
9057,J_Gupta,7,2,1907,0,India,242873,1,0,437,162,231,44,15,1497,1414,386549,294,2
1414,Pratyaksh_Agrawal,13,3,1657,1,India,105150,0,0,645,226,325,94,34,2251,1563,5584,315,2
6600,Dominix,7,2,1099,0,Poland,4228,1011,10,1659,485,886,288,111,1542,1520,286259,2184,2
8006,Abinaya_BME,7,2,1559,0,,1840683,0,0,76,38,38,0,28,1545,1440,280010,134,2
8584,srivathsa_m07,7,2,1743,0,India,555570,0,0,258,232,26,0,20,1495,1477,389637,105,2
7053,S_a_t_y_a_m__j_a_l_v_i,7,2,1256,0,,42038,0,0,893,344,499,50,34,1890,1441,38925,420,2
3454,dmNTjKPgU7,13,3,4695,1,India,1367076,0,2,111,37,67,7,10,1914,1606,33577,70,2
91,bhaveshrocks,19,4,1569,1,India,21119,19,0,1100,601,468,31,31,2417,1565,2430,203,2
1335,ePS1p3Afrs,13,3,1027,0,India,621081,0,0,236,70,127,39,18,1873,1550,43352,140,2
5756,Likuna08,7,2,793,0,,3638938,0,0,25,8,14,3,2,1709,1671,106613,0,2
2186,apnith,13,3,3209,0,United States,200641,11,1,481,169,282,30,49,1996,1507,21358,1120,2
6313,mythrae_29,7,2,995,0,,980278,0,0,158,60,89,9,33,1648,1521,150659,217,2
9446,sowmik10,7,2,2040,1,India,652350,0,0,227,150,76,1,17,1477,1472,442110,427,2
8253,shru_thi_22,7,2,1637,0,India,376034,12,1,337,227,106,4,54,1606,1457,192582,406,2
6474,srishanthreddy16,7,2,1053,0,,930549,0,0,167,96,70,1,42,1718,1468,101604,378,2
6164,ramananda14,7,2,947,0,India,457593,0,0,298,158,125,15,28,1581,1441,224208,406,2
3534,Goyam_11,13,3,4793,1,,5000001,0,0,11,4,5,2,6,1631,1503,166515,49,2
997,Amitjakhar,19,4,5371,1,,219169,16,1,460,120,262,78,47,2063,1442,14932,1050,2
5389,Soupmeat,7,2,605,0,,102688,96,12,650,150,362,138,17,1858,1691,47866,70,2
4799,abhiboss,9,2,2695,0,,486840,542,6,283,104,144,35,9,1543,1455,283330,266,2
7139,lamba_manikanta__1,7,2,1283,0,,271722,7,0,410,168,221,21,2,1588,1533,214099,0,2
6074,shreyanshpal777,7,2,921,0,India,601059,0,0,242,91,129,22,10,1639,1469,158523,134,2
1667,vishwalization,13,3,2332,0,,440235,0,0,304,204,94,6,15,1637,1383,160722,63,2
9731,Shreyansh_Pachouri,7,2,2137,1,,29958,220,25,994,375,557,62,49,1820,1512,58963,364,2
4576,mc4ever,13,3,6348,5,,3249611,0,0,32,1,7,24,1,1622,1623,174998,0,2
5452,harshdeep211503,7,2,641,0,India,168821,13,0,524,256,251,17,8,1562,1415,250962,147,2
3500,Satyanand_Shreyash,13,3,4751,0,India,101460,41,2,653,248,374,31,79,1839,1470,53419,1001,2
7790,sameeransari92921,7,2,1489,0,,175146,1,0,517,137,344,36,32,1805,1462,63707,196,2
1912,PRANAY_717,13,3,2785,1,India,155040,65,1,545,170,328,47,45,1953,1441,26707,420,2
560,nagamohith,19,4,3956,1,India,72721,0,0,741,214,427,100,34,1844,1472,52253,1400,2
5408,vanshii_ka,7,2,622,0,,5000001,0,0,9,5,4,0,4,1539,1487,290345,168,2
176,_nemesis_,19,4,2247,0,United Kingdom,5126,2825,40,1586,318,947,321,31,2215,1455,6771,1589,2
6975,SomeshwarJoshi,7,2,1232,0,,2218472,0,0,60,34,25,1,10,1586,1436,217351,308,2
7677,surendhar07,7,2,1453,0,,296568,0,0,390,223,138,29,13,1544,1475,281720,98,2
8026,OVIYA04,7,2,1567,0,,153096,0,0,548,198,290,60,101,1663,1410,138275,763,2
8933,nagaraju_2002,7,2,1866,0,India,506262,0,0,275,220,53,2,30,1509,1411,352636,1015,2
5025,4eMVISs6rs,9,2,4576,0,India,880452,0,0,175,87,82,6,16,1460,1450,499179,161,2
4280,harshitkansal22,13,3,5635,2,India,34263,229,25,953,348,510,95,36,1737,1518,91134,350,2
7210,Suryaputra2006,7,2,1306,0,India,261274,0,0,422,152,228,42,29,1579,1439,226642,252,2
6188,ayush_0016,7,2,954,0,,122517,2437,35,605,172,375,58,20,1888,1579,39556,140,2
1675,NinzaRJ01,13,3,2354,0,India,30268,2345,10,990,302,603,85,35,2009,1545,19900,1463,2
4118,KRSNA_CODER,13,3,5418,10,,360569,0,0,346,72,160,114,3,1828,1598,56673,42,2
9162,aruto_exe,7,2,1942,0,India,498685,93,0,278,108,139,31,2,1554,1563,264335,7,2
2244,althaf_914,13,3,3268,1,India,135480,727,11,579,187,336,56,36,1897,1496,37319,427,2
1884,srivathsavm,13,3,2737,2,India,1392773,0,0,109,39,63,7,4,1765,1702,78551,14,2
1580,aryanghai12,13,3,2162,0,,484896,0,0,284,97,147,40,7,1600,1413,199313,98,2
5569,C_PRATEEK,7,2,707,0,India,116862,30285,275,619,306,298,15,28,1854,1435,49033,217,2
5470,muri,7,2,651,0,United Kingdom,919,165,1,2421,451,1274,696,246,1815,1418,60412,3073,2
4837,bharathgooturu1,9,2,3027,0,,2988016,0,0,36,19,16,1,12,1706,1513,108289,119,2
9844,Soham_Gupta,7,2,2178,0,,3711747,0,0,24,13,11,0,14,1461,1491,496993,105,2
9251,Priyanshu13d,7,2,1972,0,,134048,7,3,582,252,264,66,18,1608,1440,190768,77,2
7842,Talekar-P-K14,7,2,1509,0,India,219491,0,0,462,192,254,16,22,1672,1438,131527,553,2
475,ayushku184,19,4,3659,7,,3610921,0,0,25,9,10,6,4,1953,1414,26725,378,2
2828,yoda_master,13,3,3990,0,India,102664,151,8,650,198,357,95,22,1879,1443,41601,581,2
8975,AlokBhagat,7,2,1881,0,,322226,0,0,376,197,168,11,8,1447,1511,547104,70,2
8949,poojithaboddula,7,2,1871,0,,598060,0,0,243,144,95,4,17,1537,1467,293997,91,2
149,kritikaa_anand20,19,4,2045,0,India,993027,17,0,156,59,71,26,3,2029,1787,17797,28,2
1819,Rohitsharma50,13,3,2619,0,India,44551,3,18,877,276,500,101,36,1949,1506,27364,490,2
9261,J_P_11,7,2,1975,1,India,43094,4158,80,886,318,474,94,45,1624,1465,173225,644,2
5055,VENKATESAN_2007,9,2,4750,1,,3968037,0,0,21,6,11,4,7,1818,1526,59354,56,2
7816,sanasaifi_14,7,2,1498,0,India,399589,0,0,324,218,101,5,9,1506,1503,360313,168,2
6537,dkkashyap,7,2,1075,0,India,549649,0,0,259,134,117,8,7,1662,1488,139136,77,2
